-8.666068493830431407e+01 9.400000000000000000e+01 9.400000000000000000e+01
-1.330955929473443575e+02 2.480000000000000000e+02 3.420000000000000000e+02
-3.278864693982184519e+01 2.200000000000000000e+01 3.640000000000000000e+02
-3.914234208094475775e+01 2.900000000000000000e+01 3.930000000000000000e+02
-3.278864693982184519e+01 2.200000000000000000e+01 4.150000000000000000e+02
-3.278864693982184519e+01 2.200000000000000000e+01 4.370000000000000000e+02
-3.478864693982184519e+01 2.400000000000000000e+01 4.610000000000000000e+02
-3.578864693982184519e+01 2.500000000000000000e+01 4.860000000000000000e+02
-3.488915264463427945e+01 2.400000000000000000e+01 5.100000000000000000e+02
-4.178864693982184519e+01 3.100000000000000000e+01 5.410000000000000000e+02
-3.578001763875180075e+01 2.500000000000000000e+01 5.660000000000000000e+02
-3.849908794045324356e+01 2.800000000000000000e+01 5.940000000000000000e+02
-3.972354240443519302e+01 3.100000000000000000e+01 6.250000000000000000e+02
-3.978864693982184519e+01 2.900000000000000000e+01 6.540000000000000000e+02
-4.078864693982184519e+01 3.000000000000000000e+01 6.840000000000000000e+02
-5.464827269716109015e+01 4.600000000000000000e+01 7.300000000000000000e+02
-2.571129184296642052e+02 4.230000000000000000e+02 1.153000000000000000e+03
-1.087081606164957464e+02 4.650000000000000000e+02 1.618000000000000000e+03
-4.483808262755668750e+01 3.600000000000000000e+01 1.654000000000000000e+03
-3.084051400126987232e+02 7.310000000000000000e+02 2.385000000000000000e+03
-4.433155119088929297e+01 3.700000000000000000e+01 2.422000000000000000e+03
-7.863775848958151471e+01 2.640000000000000000e+02 2.686000000000000000e+03
-4.626243438303323785e+01 3.800000000000000000e+01 2.724000000000000000e+03
-6.848204963637016363e+01 2.800000000000000000e+02 3.004000000000000000e+03
-7.018034876496747643e+01 4.440000000000000000e+02 3.448000000000000000e+03
-1.745887345530087202e+02 1.950000000000000000e+02 3.643000000000000000e+03
-7.471763990445373338e+01 8.100000000000000000e+01 3.724000000000000000e+03
-4.268319508829090125e+01 3.500000000000000000e+01 3.759000000000000000e+03
-4.323005869162939518e+01 3.800000000000000000e+01 3.797000000000000000e+03
-4.289226036687689714e+01 3.400000000000000000e+01 3.831000000000000000e+03
-1.726530494584703774e+02 8.180000000000000000e+02 4.649000000000000000e+03
-1.592845967350975229e+02 1.590000000000000000e+02 4.808000000000000000e+03
-3.051579249268698959e+02 5.100000000000000000e+02 5.318000000000000000e+03
-5.580580477854599764e+01 5.300000000000000000e+01 5.371000000000000000e+03
-4.681968978393412044e+02 7.470000000000000000e+02 6.118000000000000000e+03
-4.399622209337010190e+02 6.240000000000000000e+02 6.742000000000000000e+03
-1.875954359078857578e+02 1.900000000000000000e+02 6.932000000000000000e+03
-7.286130065807530798e+01 1.920000000000000000e+02 7.124000000000000000e+03
-6.693494099544830078e+01 3.460000000000000000e+02 7.470000000000000000e+03
-3.140902484970021291e+01 1.310000000000000000e+02 7.601000000000000000e+03
-5.012177419282453457e+02 1.156000000000000000e+03 8.757000000000000000e+03
4.087169038701561163e+01 9.500000000000000000e+01 8.852000000000000000e+03
-2.898412534478424618e+01 1.230000000000000000e+02 8.975000000000000000e+03
4.333844074927932866e+01 8.600000000000000000e+01 9.061000000000000000e+03
4.328229128554914951e+01 8.700000000000000000e+01 9.148000000000000000e+03
4.249830335112708468e+01 8.800000000000000000e+01 9.236000000000000000e+03
4.053016409523609553e+01 9.500000000000000000e+01 9.331000000000000000e+03
4.106581002690309390e+01 9.300000000000000000e+01 9.424000000000000000e+03
4.318306729627938978e+01 8.700000000000000000e+01 9.511000000000000000e+03
4.152384240491561940e+01 9.100000000000000000e+01 9.602000000000000000e+03
4.275508531554196168e+01 8.900000000000000000e+01 9.691000000000000000e+03
-5.802094885502077659e+01 2.900000000000000000e+02 9.981000000000000000e+03
4.265954691864604342e+01 8.700000000000000000e+01 1.006800000000000000e+04
3.973737657187939476e+01 9.300000000000000000e+01 1.016100000000000000e+04
3.766878876075330851e+01 9.700000000000000000e+01 1.025800000000000000e+04
4.256115581482855958e+01 8.800000000000000000e+01 1.034600000000000000e+04
